Filename	Document Name	Parties	Agreement Date	Effective Date	Expiration Date	Renewal Term (Days)	Notice Period To Terminate Renewal	Termination For Convenience	Change Of Control	Anti-Assignment	Revenue/Profit Sharing	Ip Ownership Assignment	Joint Ip Ownership	Non-Transferable License	Source Code Escrow	Post-Termination Services	Audit Rights	Uncapped Liability	Cap On Liability	Liquidated Damages	Warranty Duration
RUBIOSRESTAURANTSINC_03_31_2008-EX-10.75-SPONSORSHIP AGREEMENT.PDF	SPONSORSHIP AGREEMENT	SAN DIEGO BALLPARK FUNDING LLC; Rubio's Fresh Mexican Grill	3/21/08	11/1/07	10/31/08			No	No	Yes	No	No	No	Yes	No	No	No	No	Yes	No	No
TICKETSCOMINC_06_22_1999-EX-10.22-SPONSORSHIP AGREEMENT.PDF	SPONSORSHIP AGREEMENT	"Tickets.com Inc. ""Tickets""; MP3.com Inc. ""MP3.com"""	2/17/99	2/17/99	2/17/00			Yes	No	Yes	No	No	No	No	No	No	No	Yes	Yes	No	No
"VNUE,INC_07_10_2015-EX-10.1-SPONSORSHIP AGREEMENT.PDF"	SPONSORSHIP AGREEMENT	"ANTHEMIC, LLC (""ANTHEMIC""); VNUE INC (the ""Sponsor"")"	6/23/15	6/23/15	8/2/15			No	No	Yes	No	No	No	No	No	No	No	Yes	Yes	No	No
"HALITRON,INC_03_01_2005-EX-10.15-SPONSORSHIP AND DEVELOPMENT AGREEMENT.PDF"	SPONSORSHIP AND DEVELOPMENT AGREEMENT	"TEKNIK DIGITAL ARTS INC. (""TDA""); RICK SMITH ENTERPRISES (""Smith"")"	8/6/04	8/6/04	8/6/07			No	Yes	Yes	Yes	No	No	No	No	Yes	Yes	No	Yes	No	No
GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.8_11951679_EX-10.8_Service Agreement.pdf	SPONSORSHIP AND SERVICES AGREEMENT	"HOF Village, LLC (""HOFV"");  National Football Museum, Inc. d/b/a Pro Football Hall of Fame (""PFHOF""(“PFHOF” and, together with HOFV, the “HOF Entities”); Constellation NewEnergy, Inc., on behalf of itself and its retail affiliates and subsidiaries (collectively, “Constellation”); HOFV and/or PFHOF, and Constellation, (“Party” and, collectively, as the “Parties”)"	12/19/18		12/31/28			No	No	Yes	No	No	No	Yes	No	No	Yes	No	No	No	No
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement1.pdf	"STATEMENT OF WORK - APPENDIX A

Software Development Agreement"	"SEATTLE SOFTWARE DEVELOPERS, Inc. (""Developer""); PELICAN DELIVERS INC. (""Client"")"						No	No	No	No	No	No	No	No	No	No	No	No	No	No
CHIPMOSTECHNOLOGIESBERMUDALTD_04_18_2016-EX-4.72-Strategic Alliance Agreement.PDF	Strategic Alliance Agreement	"ChipMOS TECHNOLOGIES INC. (""ChipMOS""); Tsinghua Unigroup Ltd. (""Tsinghua Unigroup""); ChipMOS and Tsinghua Unigroup shall collectively be referred to as the “Parties”"	12/11/15		12/11/18			No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement.PDF"	Strategic Alliance Agreement	"Bravatek Solutions (""Bravatek""); Sibannac Inc. (""COMPANY"")"	11/30/17		11/30/18	365	90	Yes	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No
PLAYAHOTELS&RESORTSNV_03_14_2017-EX-10.22-STRATEGIC ALLIANCE AGREEMENT (Hyatt Ziva Cancun).PDF	STRATEGIC ALLIANCE AGREEMENT	"Hyatt Franchising Latin America, L.L.C. (""Hyatt""); Playa Hotels & Resorts, B.V. (""Playa""); Hyatt and Playa (each a “Party” and collectively as the “Parties”)"	12/14/16	12/14/16				No	No	No	No	No	No	No	No	No	No	No	Yes	No	No
MOELIS&CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT.PDF	STRATEGIC ALLIANCE AGREEMENT	"Sumitomo Mitsui Banking Corporation (“SMBC”); SMBCNikko Securities Inc. (“Nikko” and together with SMBC, “SMBC/Nikko”); Moelis & Company Holdings LP (“Moelis Holdings”); Moelis & Company Holdings GP LLC, (“Moelis General Partner”, and together with Moelis Holdings, the “MoelisEntities”); SMBC, Nikko, Moelis Holdings and Moelis General Partner (each a “party” and collectively referred to as the “parties"")"	12/27/11	1/1/12	1/1/15	365	182	Yes	Yes	Yes	Yes	No	No	Yes	No	No	Yes	No	Yes	No	No
ENERGOUSCORP_03_16_2017-EX-10.24-STRATEGIC ALLIANCE AGREEMENT.PDF	STRATEGIC ALLIANCE AGREEMENT	Dialog Semiconductor (UK) Ltd. (“DIALOG”); Energous Corporation (“ENERGOUS”)	11/6/16	11/6/16	11/6/23	365	180	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes
AURASYSTEMSINC_06_16_2010-EX-10.25-STRATEGIC ALLIANCE AGREEMENT.PDF	STRATEGIC ALLIANCE AGREEMENT	"AURA SYSTEMS INC. (""Aura""); ZANOTTI EAST INC. (""Zanotti"") (collectively the “Parties”)"	3/18/10	3/18/10	3/18/15	1820	90	Yes	Yes	Yes	No	No	No	No	No	Yes	Yes	No	Yes	No	Yes
CHERRYHILLMORTGAGEINVESTMENTCORP_09_26_2013-EX-10.1-Strategic Alliance Agreement.PDF	Strategic Alliance Agreement	"Freedom Mortgage Corporation (""Freedom Mortgage""); Cherry Hill Mortgage Investment Corp. (""Cherry Hill"")"	1/1/13		1/1/16			No	No	Yes	No	No	No	No	No	No	No	No	No	No	No
ADAPTIMMUNETHERAPEUTICSPLC_04_06_2017-EX-10.11-STRATEGIC ALLIANCE AGREEMENT.PDF	STRATEGIC ALLIANCE AGREEMENT	"The University of Texas M. D. Anderson Cancer Center (""MD Anderson""); Adaptimmune LLC (""Adaptimmune""); Adaptimmune Limited (""Adaptimmune Limited""); (MD Anderson and Adaptimmune each a “Party” and collectively the “Parties”)"	9/23/16	9/23/16	9/23/21			Yes	No	Yes	No	No	Yes	No	No	Yes	Yes	No	Yes	No	No
"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement.PDF"	Strategic Alliance Agreement	"Cool Technologies Inc. (""COOL TECH""); VETERAN TECHNOLOGY GROUP, LLC (""VET TECH"")"	5/26/17	5/26/17	5/26/22	365	30	Yes	No	Yes	No	No	No	No	No	No	No	No	No	No	No
"DUOSTECHNOLOGIESGROUP,INC_04_21_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF"	Strategic Alliance Agreement	"System Associates, Inc. (""ISA""); Rubicon Software Group plc (""Rubicon"")"	4/15/09	4/15/09	4/15/12	365	90	No	No	Yes	Yes	Yes	No	Yes	No	Yes	No	Yes	Yes	No	No
ENTRUSTINC_07_24_1998-EX-10.5-STRATEGIC ALLIANCE AGREEMENT.PDF	STRATEGIC ALLIANCE AGREEMENT	"NORTHERN TELECOM LIMITED (""NTL""); ENTRUST TECHNOLOGIES INC. (""ETI"")"	12/31/96					No	No	Yes	No	No	No	Yes	No	No	No	Yes	Yes	No	No
"FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT.PDF"	STRATEGIC ALLIANCE AGREEMENT	"EDGE Communication Solutions, LLC (""EDGE""); FRE Networks, Inc. (""FTE"", ""Subcontractor"")"	2/17/16	2/17/16	2/16/19	30	30	Yes	No	Yes	No	No	No	No	No	Yes	Yes	No	No	Yes	Yes
"GIGGLESN_HUGS,INC_06_23_2016-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF"	Strategic Alliance Agreement	"Giggles N' Hugs, Inc. (""Company""); Kiddo, Inc. (""Consultant"")"	5/17/16	5/17/16	5/17/19			No	No	Yes	No	Yes	No	No	No	No	No	No	No	No	No
GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF	STRATEGIC ALLIANCE AGREEMENT	"GOLD RESOURCE CORPORATION (""GRC"", ""the Company""); HOCHSCHILD MINING HOLDINGS LIMITED (""HOC"")"	12/5/08					No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	No
ICORECONNECTINC_10_13_2010-EX-7.1-Strategic Alliance Agreement.PDF	Strategic Alliance Agreement	"IMedicor, Inc (""IMedicor""); USA Managed Care Organization (""USA MCO"")"	7/15/10	7/15/10	7/15/15	1820	90	Yes	No	Yes	Yes	No	No	No	No	Yes	Yes	No	Yes	No	No
"INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic Alliance Agreement.PDF"	Strategic Alliance Agreement	"Bravatek Solutions, Inc. (""Bravatek""); Fazync LLC (""Fazync"")"	1/10/18	1/10/18		365	90	Yes	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No
"IOVANCEBIOTHERAPEUTICS,INC_08_03_2017-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF"	STRATEGIC ALLIANCE AGREEMENT	"Loin Biotechnologies, Inc. (""LBIO""); The University of Texas M. D. Anderson Cancer Center (""MD Adnserson""); (""LBIO"" and ""MD Adnserson"" individually referred to as ""Party"", collectively as the ""Parties"")"		4/17/17	4/17/21			No	No	Yes	No	Yes	No	No	No	No	Yes	Yes	Yes	No	No
MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT.PDF	Strategic Alliance Agreement	"UTEK Corporation (""UTEK""); Manakoa Services Corporation (""MKOS"")"	6/14/06		6/14/07			Yes	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.PDF	Strategic Alliance Agreement	"UTEK Corporation (""UTK""); World Energy Solutions (""AVDU"")"	9/9/05		9/9/06			Yes	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No
PHLVARIABLEINSURANCECOCT_08_17_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF	STRATEGIC ALLIANCE AGREEMENT	"PHL VARIABLE INSURANCE COMPANY (""PHLVIC""); PHOENIX LIFE INSURANCE COMPANY (""PLIC"", together with PHLVIC, “PHL Variable”); PHOENIX EQUITY PLANNING CORPORATION (""PEPCO"", together with PHLVIC and PLIC,  the “PHL Parties”); INVESTORS CAPITAL CORPORATION (""ICC"")"			perpetual			Yes	Yes	Yes	No	No	No	No	No	No	Yes	No	Yes	No	No
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT.PDF"	STRATEGIC ALLIANCE AGREEMENT	"Allscripts Healthcare, LLC (""Allscripts""); Phreesia, Inc. (""Company"", ""Phreesia""); (Allscripts and the Company are sometimes referred to herein as a “Party” and collectively as the “Parties”)"	12/10/15	12/10/15	12/10/20			Yes	No	Yes	No	No	No	Yes	No	Yes	Yes	Yes	Yes	No	No
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF	Strategic Alliance Agreement	"Yaskawa Electric Corporation (""YEC""); Argo Medical Technologies Ltd. (""ARGO"")"	9/24/13	9/24/13	9/24/23			Yes	No	Yes	No	No	No	No	No	No	No	No	No	No	No
KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF'	STRATEGIC ALLIANCE AGREEMENT	"KALLO Inc. (""KALLO""); Petro data Management Services Limited. (""PDMS""); Gateway Global Fabrication Ltd. (""Gateway"")"	10/24/11	10/24/11				No	Yes	Yes	No	Yes	No	Yes	No	Yes	Yes	No	Yes	No	Yes
"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement.PDF"	Strategic Alliance Agreement	"Turnkey Capital Inc. (""TKCI""); Seminole Indian Company (""SIC"")"	6/30/17	6/30/17	6/30/19			No	No	No	Yes	No	No	No	No	No	No	No	No	No	No
USASYNTHETICFUELCORP_10_21_2010-EX-10.10-STRATEGIC ALLIANCE AGREEMENT.PDF	STRATEGIC ALLIANCE AGREEMENT	"OXBOW CARBON & MINERALS LLC (""Oxbow""); Global Energy, Inc (""Global Energy""); Oxbow and Global (individually as ""Party"" and collectively as the ""Parties"")"	12/21/06	12/21/06	12/21/11	1820		No	No	No	Yes	No	No	No	No	No	No	No	Yes	No	No
"WASTE2ENERGYHOLDINGS,INC_06_03_2010-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF"	STRATEGIC ALLIANCE AGREEMENT	"SHBV (HONG KONG) LTD (""SHBV""); WASTE2ENERGY GROUP HOLDINGS PLC (""W2E""); SHBV and W2E (each a ""Party"" and together the ""Parties"")"	5/19/10	5/19/10	5/19/20			No	No	No	No	No	No	Yes	No	No	No	No	No	No	No
"VIRTUALSCOPICS,INC_11_12_2010-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF"	STRATEGIC ALLIANCE AGREEMENT	"PPD Development, LP (""PPD""); VirtualScopics, Inc (""VS"")"	10/22/10	10/22/10	10/22/12	365	30	Yes	Yes	Yes	No	Yes	No	No	No	No	Yes	Yes	Yes	No	No
"XLITECHNOLOGIES,INC_12_02_2015-EX-10.02-STRATEGIC ALLIANCE AGREEMENT.PDF"	STRATEGIC ALLIANCE AGREEMENT	"BOSCH INTERNATIONAL, LLC (""CLIENT""); BOSCH TECHNOLOGIES, LLC (""BOSCH"")"	12/1/15					No	No	No	No	No	No	No	No	No	No	No	No	No	No
"SUCAMPOPHARMACEUTICALS,INC_11_04_2015-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF"	STRATEGIC ALLIANCE AGREEMENT is	"R-Tech Ueno, Ltd. (""Company""); Sucampo Pharma, LLC. (""Acquiror""); Sucampo Pharmaceuticals, Inc. (""SPI""); (“SPI,” and, together with the Company and Acquiror, collectively, the “Parties”)"	8/26/15					No	No	Yes	No	No	No	No	No	No	Yes	No	Yes	No	No
"ROCKYMOUNTAINCHOCOLATEFACTORY,INC_12_23_2019-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF"	"STRATEGIC ALLIANCE AGREEMENT, d"	"Farids & Co. LLC (""Farids""); Edible Arrangements, LLC (""EA""); Rocky Mountain Chocolate Factory, Inc. (""Company"")"	12/20/19					Yes	No	Yes	No	No	No	No	No	Yes	No	No	No	No	No
"SightLife Surgical, Inc. - STRATEGIC SALES & MARKETING AGREEMENT.PDF"	STRATEGIC SALES & MARKETING AGREEMENT	"SightLife Surgical, Inc. (“Surgical”); Imprimis Pharmaceuticals, Inc. (“Imprimis”)"	4/28/17	4/28/17	4/28/20			Yes	No	Yes	Yes	Yes	No	No	No	Yes	No	No	No	No	No
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT.PDF	STRATEGIC' ALLIANCE AGREEMENT (	"Lightbridge Corporation (""Lightbridge""); Lloyds Register FNMA (""Lloyds""); ""Lloyds"" and together with ""Lightbridge"" (""Parties"")"	8/16/12	8/16/12	8/16/17			Yes	No	Yes	No	No	No	No	No	No	No	No	No	No	No
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement2.pdf	SUPPLIER/SUBCONTRACTOR CONTRACT	"Playboy.com, Inc. (""Purchaser""); Supplier"						No	No	No	No	No	No	No	No	No	No	No	No	No	No
MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT.PDF	Supply Agreement	"MediWound Ltd. (""MediWound""); Challenge Bioproducts Corporation Ltd. (""CBC"")"	1/11/01					Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Yes	No	Yes
SEASPINEHOLDINGSCORP_10_10_2018-EX-10.1-SUPPLY AGREEMENT.PDF	SUPPLY AGREEMENT	"Integra LifeSciences Corporation (""Integra""); PcoMed, LLC (""PcoMed"")"	5/15/13	5/15/13				No	No	Yes	Yes	Yes	Yes	No	No	Yes	Yes	Yes	Yes	No	No
PROFOUNDMEDICALCORP_08_29_2019-EX-4.5-SUPPLY AGREEMENT.PDF	SUPPLY AGREEMENT	"Profound Medical Inc. (""Customer""); Philips Medical Systems Nederland B.V. (""Philips""); (Customer and Philips hereinafter also collectively referred to as the “Parties” and individually as a “Party”)"	7/31/17	7/31/17				Yes	No	Yes	No	Yes	No	Yes	No	Yes	No	No	No	No	Yes
"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.PDF"	SUPPLY AGREEMENT	"EWSD 1, LLC, d/b/a SHI FARMS (""Shi Farms""); Gridiron BioNutrients (""Gridiron""); EWSD 1, LLC, d/b/a SHI FARMS and Gridiron BioNutrients (individually “a Party,” and collectively, “the Parties.”)"	1/27/20	1/27/20				Yes	No	Yes	No	No	No	No	No	No	No	No	No	No	No
"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.PDF"	Supply Agreement	"Miltenyi Biotec GmbH (""Miltenyi""); Bellicum Phamaceuticals, Inc. (""Bellicum""); Miltenyi and Bellicum (individually as a “Party” and collectively as the “Parties”)"	3/27/19	3/27/19	3/27/29	1820		Yes	No	Yes	No	No	No	Yes	No	No	Yes	Yes	Yes	No	Yes
FLOTEKINDUSTRIESINCCN_05_09_2019-EX-10.1-SUPPLY AGREEMENT.PDF	SUPPLY AGREEMENT	"Florida Chemical Company, LLC (""FCC""); Flotek Chemistry LLC (""Flotek"")"	2/28/19	2/28/19	12/31/23			No	No	Yes	No	No	No	No	No	No	Yes	No	No	No	Yes
BIOFRONTERAAG_04_29_2019-EX-4.17-SUPPLY AGREEMENT.PDF	Supply Agreement	"Cutanea Life Sciences, Inc. (""CUTANEA""); Ferrer Internacional, S.A. (""Ferrer"")(""Supplier""); (together ""Parties"")"	03/1/18	03/1/18				No	No	No	No	No	No	No	No	Yes	Yes	No	Yes	No	No
FUSIONPHARMACEUTICALSINC_06_05_2020-EX-10.17-Supply Agreement - FUSION.PDF	SUPPLY AGREEMENT	"Centre for Probe Development and Commercialization (""CPDC""); FUSION Pharmaceuticals Inc. (""FUSION""); (together ""Parties"", each a ""Party"")"				365		Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Yes	No	Yes
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT.PDF"	SUPPLY AGREEMENT	"HOVIONE INTER AG (""HOVIONE""); INTERSECT ENT, Inc. (""INTERSECT""); (each as ""Party"", together as ""Parties"")"	1/20/20	1/20/20	1/20/25			No	Yes	Yes	No	No	No	No	No	No	Yes	No	Yes	Yes	Yes
ULTRAGENYXPHARMACEUTICALINC_12_23_2013-EX-10.9-SUPPLY AGREEMENT.PDF	SUPPLY AGREEMENT	"Cremer Oleo GmbH & Co KG (""Cremer""); Ultragenyx Pharmaceutical Inc. (""Ultragenyx"")"	11/19/12		11/19/15	730	90	No	No	No	No	No	No	No	No	No	No	No	Yes	No	Yes
"VAXCYTE,INC_05_22_2020-EX-10.19-SUPPLY AGREEMENT.PDF"	SUPPLY AGREEMENT	"SutroVax, Inc. (""SutroVax""); Sutro Biopharma, Inc. (""Sutro""); SutroVax and Sutro (individually, as a “Party” and collectively, as the “Parties"")"	5/29/18	5/29/18	7/31/21			Yes	Yes	Yes	No	No	No	No	No	Yes	Yes	Yes	Yes	No	No
VERICELCORP_08_06_2019-EX-10.10-SUPPLY AGREEMENT.PDF	SUPPLY AGREEMENT	"Vericel Corporation (""Vericel""); MediWound Ltd. (""MediWound""); Vericel and MediWound (individually as a “Party” and collectively as the “Parties.”)"	5/6/19	5/6/19	5/6/24	365	365	Yes	No	Yes	No	No	No	Yes	No	Yes	Yes	No	Yes	No	Yes
LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement.pdf	SUPPLY CONTRACT	"Shenzhen LOHAS Supply Chain Management Co., Ltd. (""buyer"",""End-User""); the seller"						No	No	No	No	No	No	No	No	No	No	No	No	No	Yes
"XACCT Technologies, Inc.SUPPORT AND MAINTENANCE AGREEMENT.PDF"	Support and Maintenance Agreement	"XACCT Technologies, Inc. (""XACCT""); (""Licensee"")"	1/1/00	1/1/00	1/1/01	365	30	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No
"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT.PDF"	SUPPORT AND MAINTENANCE AGREEMENT	"On2 Technologies, Inc. (""On2""); Wildform, Inc. (""Wildform"")"	04/1/05	04/1/05	10/1/06			No	No	Yes	No	Yes	No	No	No	No	No	No	No	No	No
LegacyEducationAllianceInc_20141110_8-K_EX-10.9_8828866_EX-10.9_Endorsement Agreement.pdf	TALENT ENDORSEMENT AGREEMENT	"Tigrent Learning UK Limited (""Company""); Celebrity Speakers (""CSA""); Robbie Fowler (""Talent"")"	1/1/13	1/1/13	12/31/13	730		No	No	Yes	Yes	No	No	No	No	Yes	Yes	No	No	No	No
TRIZETTOGROUPINC_08_18_1999-EX-10.17-TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT.PDF	TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT	"MEDICAL MANAGER MIDWEST, INC. (""MMMW""); MTS, INC. (""Customer"")"	3/1/98	3/5/98	3/5/99		30	No	No	Yes	No	No	No	No	No	No	No	No	Yes	No	Yes
OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT.PDF	TECHNOLOGY OUTSOURCING AGREEMENT	"Oriental Financial Group Inc. (""Customer""); Melavante Corporation (""Melavante"")"	1/26/07	1/26/07	11/30/14	365	90	Yes	Yes	Yes	No	No	No	Yes	No	Yes	Yes	No	Yes	Yes	No
MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.pdf	TRADEMARK LICENSE AGREEMENT	"Morgan Stanley Investment Management Inc. (""Licensor""); Morgan Stanley Direct Lending Fund (""Licensee"")"	1/1/19	1/1/19	perpetual			Yes	Yes	Yes	No	Yes	No	Yes	No	No	No	Yes	Yes	No	No
NmfSlfIInc_20200115_10-12GA_EX-10.5_11946987_EX-10.5_Trademark License Agreement.pdf	TRADEMARK LICENSE AGREEMENT	"New Mountain Capital, LLC. (""Licensor""); NMF Senior Loan Fund I, Inc. (""Licensee"")(""party"" and collectively as the ""parties"")"	1/1/19	1/1/19	perpetual			Yes	No	Yes	No	Yes	No	Yes	No	Yes	No	No	No	No	No
PalmerSquareCapitalBdcInc_20200116_10-12GA_EX-10.6_11949289_EX-10.6_Trademark License Agreement.pdf	TRADEMARK LICENSE AGREEMENT	"Palmer Square Capital Management LLC (""Licensor""); Palmer Square Capital BDC Inc. (""Licensee"")"	1/1/20	1/1/20	perpetual			Yes	No	Yes	No	No	No	Yes	No	Yes	No	No	No	No	No
VerizonAbsLlc_20200123_8-K_EX-10.4_11952335_EX-10.4_Service Agreement.pdf	"TRANSFER AND SERVICING AGREEMENT, d"	"VERIZON OWNER TRUST (""Issuer""); VERIZON ABS LLC (""Depositor""); Cellco Partnership d/b/a Verizon Wireless (""Cellco"", ""Servicer"", ""Marketing Agent"", ""Custodian"")"	1/29/20					No	Yes	Yes	No	No	No	Yes	No	Yes	Yes	No	Yes	No	No
ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.pdf	TRANSITION SERVICES AGREEMENT	"Reynolds Group Holdings Inc. (""RGHI""); Reynolds Consumer Products Inc. (""Company"" or ""RCP""); Each Party or any of its Affiliates providing services hereunder  (“Provider”); each Party or any of its Affiliates receiving services hereunder (“Recipient”)"	1/1/20		1/1/21			Yes	No	Yes	No	No	No	No	No	No	Yes	No	Yes	No	No
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.PDF	Transportation Agreement	"Energy XXI Gulf Coast, Inc. (""Shipper""); Energy XXI USA, Inc. (""Transporter"");Shipper and Transporter (individually as a “Party” or collectively as the “Parties”)"	3/11/15	3/11/15	perpetual		30	Yes	No	Yes	No	No	No	No	No	No	No	Yes	Yes	No	No
CHAPARRALRESOURCESINC_03_30_2000-EX-10.66-TRANSPORTATION CONTRACT.PDF	TRANSPORTATION CONTRACT	"JSC NOC KazakhOil (""Company""); JSC Karakudukmunay (""Principal""); collectively referred to as ""Parties"""	1/3/00		11/30/04	365	65	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No
ENTERPRISEPRODUCTSPARTNERSLP_07_08_1998-EX-10.3-TRANSPORTATION CONTRACT.PDF	TRANSPORTATION CONTRACT	"Enterprise Transportation Company (""Carrier""); Enterprise Products  Operating L.P. (""Shipper"")"	6/1/98	6/1/98	6/1/99		30	Yes	No	Yes	No	No	No	No	No	No	No	No	Yes	No	No
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.PDF	TRANSPORTATION CONTRACT  GENERAL CONDITIONS	"SOLANA PETROLEUM EXPLORATION  COLOMBIA LIMITED (""SENDER""); ECOPETROL S.A.(""ECOPETROL"") (""SHIPPER"")"	1/30/12	1/30/12	7/29/12			No	No	Yes	No	No	No	No	No	No	No	No	Yes	Yes	Yes
ATMOSENERGYCORP_11_22_2002-EX-10.17-TRANSPORTATION SERVICE AGREEMENT.PDF	TRANSPORTATION SERVICE AGREEMENT	"Arkansas Western Pipeline Company (""Transporter""); Associated Natural Gas Company (""Shipper"")"	5/20/92			30	60	No	No	No	No	No	No	No	No	Yes	No	No	No	No	No
TcPipelinesLp_20160226_10-K_EX-99.12_9454048_EX-99.12_Transportation Agreement.pdf	TRANSPORTATION SERVICE AGREEMENT Contract Identification FT18150	"Great Lakes Gas Transmission Limited Partnership (""Transporter""); ANR PIPELINE COMPANY (""Shipper"")"	12/14/15	11/1/16	10/31/17			No	No	No	No	No	No	No	No	No	No	No	No	No	No
RangeResourcesLouisianaInc_20150417_8-K_EX-10.5_9045501_EX-10.5_Transportation Agreement.pdf	TRANSPORTATION SERVICES AGREEMENT	"PennTex North Louisiana Operating, LLC (""Carrier""); MRD Operating LLC (""Shipper"")(""Party"", or collectively as the ""Parties"")"	4/14/15	4/14/15	perpetual		30	No	No	Yes	No	No	No	No	No	No	Yes	Yes	Yes	No	No
MPLXLP_06_17_2015-EX-10.1-TRANSPORTATION SERVICES AGREEMENT.PDF	TRANSPORTATION SERVICES AGREEMENT	"Marathon Petroleum Company LP (""Shipper""); Marathon Pipe Line LLC (""MPL""); Marathon Petroleum Company LP and Marathon Pipe Line LLC (jointly as ""Parties"" and individually as a ""Party"")"	6/11/15	6/11/15	6/11/30	1820	182	Yes	No	Yes	No	No	No	No	No	No	No	Yes	Yes	Yes	No
InmodeLtd_20190729_F-1A_EX-10.9_11743243_EX-10.9_Manufacturing Agreement.pdf	TURN - KEY MANUFACTURING AGREEMENT	"INVASIX LTD. (""Customer""); FLEXTRONICS ISRAEL LTD. (""Contractor"");"		4/1/11	4/1/12	365	90	Yes	No	Yes	No	No	No	No	No	Yes	Yes	No	Yes	No	Yes
SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.PDF	Unconditional Capital Maintenance Agreement	"American International Group, Inc. (""AIG""); American General Life Insurance Company (""Company"")"	3/30/11	3/30/11	perpetual			Yes	No	No	No	No	No	No	No	No	No	No	Yes	No	No
"UNITEDNATIONALBANCORP_03_03_1999-EX-99-Outsourcing Agreement with the BISYS Group, Inc..PDF"	"United National Bancorp Enters Into Outsourcing Agreement with the BISYS Group, Inc."	"United National Bancorp (""UNBJ""); United National Bank; BISYS Group, Inc. (""BISYS"")"	2/18/99					No	No	No	No	No	No	No	No	No	No	No	No	No	No
